,Unnamed: 0,Name,Country,Brand,Categories,Tasting Notes,ABV,Base Ingredient,Years Aged,Rating,Rate Count,Price,Volume,Description
486,1503,Crown Royal Salted Caramel Flavored Whisky,Canada,Crown Royal,"Flavored Whiskey, Whiskey",,35%,,,5.0,82,$28.99,,"Unwind in luxury with a glass of Crown Royal Salted Caramel Flavored Whisky. With notes of indulgent salted caramel and the scent of vanilla oakiness that impart lush creaminess, our 70 proof whisky provides a refined and rich flavor. Made with the signature smoothness of traditional Crown Royal, our whisky is matured to perfection and will enhance any cocktail party or celebration. Simply mix with Crown Royal Regal Apple Flavored Whisky for a refreshing Candy Apple cocktail. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
487,1504,Crown Royal Fine de Luxe Blended Canadian Whisky with Two Signature Rocks Glasses,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,14,$27.49,,"Unwind in luxury with a premium signature rocks glass of Crown Royal Fine de Luxe Blended Canadian Whisky. Our rich, robust whisky is packaged with two premium signature rocks glasses that are perfect for any occasion. With a silky texture and hints of oak and sweet vanilla, our Fine de Luxe whisky is the standard of excellence for Canadian whisky. For a classic serve, simply mix with cola in a signature rocks glass and enjoy.  First crafted to honor the king and queen of England’s visit to Canada in 1939, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal,"" our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
488,1505,Crown Royal XO Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,4.6,14,$49.49,,"Unwind in luxury with a glass of Crown Royal XO Blended Canadian Whisky. Balanced with hints of vanilla, spice and rich dried fruit, our XO whisky is blended with our finest whiskies and finished in cognac casks. Made with the signature smoothness of traditional Crown Royal, our whisky is matured to perfection and will enhance any cocktail party or celebration. Simply serve in a chilled glass for a refreshing tasting whisky neat. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
489,1506,Crown Royal Reserve Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,13,$49.49,,"Unwind in luxury with a glass of Crown Royal Reserve Blended Canadian Whisky. With a velvety texture and strong notes of clove, cinnamon and rye, our reserve-grade whisky is blended with 50 deep-bodied whiskies for a refined and rich flavor. Made with the signature smoothness of traditional Crown Royal, our whisky is matured to perfection and follows the standard of excellence for Canadian whisky. Simply serve in a chilled glass for a refreshing tasting whisky neat. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
490,1507,Crown Royal Maple Finished Maple Flavored Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,4.2,7,$27.59,,"Unwind in luxury with a glass of Crown Royal Maple Finished Maple Flavored Whisky. With a warm, maple taste and signature hints of caramel and vanilla, our 80 proof whisky provides a light and woody finish with a refined flavor. Made with the signature smoothness of traditional Crown Royal and matured to perfection, our maple whisky will enhance any cocktail party or celebration. Simply mix with lemon juice, pineapple juice, simple syrup and club soda and pour over ice for a refreshing tasting Maple Whisky Collins. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
491,1508,Crown Royal Northern Harvest Rye Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,45%,,,5.0,5,$31.99,,"Unwind in luxury with a glass of Crown Royal Northern Harvest Rye Blended Canadian Whisky. With a creamy texture and hints of spiced vanilla and butterscotch, our rye whisky provides a refined flavor that enhances any cocktail party or celebration. With the signature smoothness of traditional Crown Royal, the distinctive flavor of local rye grain makes for a truly exceptional Canadian whisky. Simply mix with lime juice and ginger beer for a refreshing tasting Northern Buck cocktail. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
492,1509,Crown Royal Honey Flavored Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,35%,,,5.0,4,$27.99,,"Unwind in luxury with a glass of Crown Royal Honey Flavored Whisky. To create the extraordinary blend, Crown Royal whiskies are carefully selected by our master whisky blenders and infused with the subtly sweet taste of honey. The result is a vibrantly delicious whisky with the sophisticated and distinct smoothness of Crown Royal. Try our Honey Smash whisky cocktail recipe with Crown Royal Honey, simple syrup, quartered lemon and mint sprigs. 

First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
493,1510,Crown Royal XR Extra Rare Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,3,$139.99,,"Unwind in luxury with a glass of Crown Royal XR Extra Rare Blended Canadian Whisky. Infused with dried fruits and honey, our XR whisky provides a complex body and flavor. Blended with the finest selection of Crown Royal whiskies, XR Extra Rare is matured to perfection and will enhance any cocktail party or celebration. Simply serve in a chilled glass for a refreshing tasting whisky neat. 

First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
494,1511,Crown Royal Bourbon Mash,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,2,$30.99,,"Crown Royal Blenders’ Mash showcases the warm vanilla and subtle oaky notes of our beloved corn-heavy whiskies. Blender’s Mash showcase a classic whisk(e)y style but with the famous smooth finish, allowing the whisky to stand on its own.

This product was previously known as ""Crown Royal Bourbon Mash."""
495,1512,Crown Royal Monarch,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,2,$74.99,,"This unique, limited time offering celebrates the illustrious Crown Royal blending tradition by featuring a special whisky from the historic Coffey still, which continues to define the signature taste of Crown Royal. Our master distiller blends this exquisite Coffey still whisky – defined by its creamy, fruity taste – with hand-picked whiskies from our extensive stocks. This exceptionally rich and smooth whisky highlights the elegant complexity of light spice, caramel and dried fruit. Perfect for celebrating 75 years of unparalleled whisky making legacy."
496,1513,Crown Royal Noble Collection 13 Year Old Blenders’ Mash Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,45%,,13.0,5.0,2,$62.39,,"Lounge in luxury with an incredibly smooth glass of Crown Royal Noble Collection 13 Year Old Blenders' Mash Whisky. This third expression in the Noble Collection is a rare stock of our Canadian Whisky made with a Bourbon mash bill, one of the five unique whiskies that comprise our signature blends. Carefully aged in new, charred American white oak barrels for no less than 13 years, the complexity of the liquid intensifies with the aging process, bringing out richer and deeper notes of caramel and fruit. This remarkably smooth and layered whisky is hand selected from our reserve stock, revealing its noble roots with every sip. Simply pour neat in a whisky tumbler with iced water on the side for a perfect serve. 

The Crown Royal Noble Collection is a series of limited annual releases that celebrate the skilled craftsmanship of our master blender and his dedication to the art of creating extraordinary whiskies. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Please drink responsibly."
497,1514,Crown Royal Fine Deluxe Blended Canadian Whisky Game Day Edition,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,2,$27.49,,"This football season, get into your game day spirit with a glass of Crown Royal Fine Deluxe Blended Canadian Whisky, Game Day Edition. Our iconic bottle is dressing for the occasion in a collectible Crown Royal Purple Jersey Bag*, making it the perfect teammate for tailgates and viewing parties. With a soft, jersey-style texture and our 80 proof blended Canadian whisky tucked inside, this Crown Royal Game Day Edition brings a rallying spirit to any celebration. 

First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal,"" our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly.

*Please note that some markets will receive their local team's bottle rather than the pictured bottle."
498,1515,Crown Royal Noble Collection Cornerstone Blend,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40.3%,,,5.0,1,$69.99,,"Introducing the Cornerstone Blend, the first limited release from the Crown Royal Noble Collection. A superior blend of our three most essential whiskies, notes of sweet caramel, rich toasted grains and aroma of ripe fallen apples. An extraordinary gesture for an extraordinary few."
499,1516,Crown Royal Limited Edition,Canada,Crown Royal,"Canadian Whisky, Whiskey",,,,,5.0,1,$27.99,,
500,1517,Crown Royal Whisky Tasting Calendar,Canada,Crown Royal,"Canadian Whisky, Whiskey",,,,,5.0,1,$42.99,,"Gift an extraordinary range of Canadian whiskies this holiday season with Crown Royal Whisky Tasting Calendar. Featuring mini bottles of Peach Flavored Whisky, Salted Caramel Flavored Whisky, Black Blended Canadian Whisky, Fine De Luxe Blended Canadian Whisky, Regal Apple Flavored Whisky and Vanilla Flavored Whisky, this gift set offers an elevated whisky tasting experience. Crafted to perfection, each whisky boasts a distinct, refined flavor. Simply serve neat or mix with cola and pour over for a classic, refreshing tasting cocktail. Includes two 50 mL bottles of Peach Flavored Whisky, two 50 mL bottles of Salted Caramel Flavored Whisky, two 50 mL bottles of Black Blended Canadian Whisky, two 50 mL bottles of Fine De Luxe Blended Canadian Whisky, two 50 mL bottles of Regal Apple Flavored Whisky and two 50 mL bottles of Vanilla Flavored Whisky. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
501,1518,Crown Royal Noble Collection French Oak Cask Finished Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,1,$64.99,,"Enjoy the stronger body, mouthfeel and spicy character of Crown Royal Noble Collection French Oak Cask Finished Whisky. This fourth expression in the Noble Collection showcases our Fine Deluxe whisky, finished for 3 to 4 months in new toasted French Oak from the Vosges region. Famous for its forests and long history of meticulously manicured oak trees, the Vosges region provides the ideal climate to create the straightest and tightest grain. Once harvested, the oak is open-air seasoned for two years to transform the wood and set the state for the final two-step fire toasting. The precise toasting process allows our barrels to impart our iconic blended Canadian whisky with rich, dark notes of caramel, vanilla and fruit. This highly anticipated whisky is best served neat to enjoy its full depth and flavor. 

The Crown Royal Noble Collection is a series of limited annual releases that celebrate the skilled craftsmanship of our master blender and his dedication to the art of creating extraordinary whiskies. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Please drink responsibly."
502,1519,Crown Royal Noble Collection 16 Year Old Rye Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,45%,,,5.0,1,$74.99,,"Lounge in luxury and savor each unique layer of Crown Royal Noble Collection 16 Year Old Rye Blended Canadian Whisky. Hand-selected from our reserves, this fifth expression in the Noble Collection is a rare stock of our Canadian Rye crafted from 90% rye mash whisky. This remarkably smooth, award-winning whisky is carefully aged in charred American white oak barrels for no less than 16 years. The aging process intensifies the complexity as it mellows the finish. Unhurried by time, Crown Royal Noble Collection 16 Year Old Rye Blended Canadian Whisky is bold and spicy upfront, softened by creamy vanilla, sweet caramel, honeycomb and hints of stone fruit. The initial notes of spice relax into a residual smooth mouthfeel while hints of cinnamon, anise and clove leave a lasting warmth in the finish. Simply pour neat in a whisky tumbler with iced water on the side for a perfect serve. The Crown Royal Noble Collection is a series of limited annual releases that celebrate the skilled craftsmanship of our master blender and his dedication to the art of creating extraordinary whiskies. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Please drink responsibly."
503,1520,Crown Royal Hand Selected Barrel Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,51.5%,,,5.0,1,$49.46,,"Unwind in luxury with a glass of Crown Royal Hand Selected Barrel Canadian Whisky. With a silky texture and hints of sharp clove and cinnamon, our 103 proof whisky provides a refined flavor that enhances any cocktail party or celebration. Made with the signature smoothness of traditional Crown Royal and matured to perfection, our hand-selected whisky is the standard of excellence for Canadian whisky. Simply mix with cola and pour over ice for a classic, refreshing tasting cocktail. 

First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal,"" our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
504,1521,Crown Royal Texas Mesquite Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,1.6,3,$26.99,,"Crown Royal Texas Mesquite Blended Canadian Whisky marries the smoky soul of regional, Texas BBQ with the creamy heart of Crown Royal Fine Deluxe Blended Canadian Whisky. Using Texas sourced mesquite wood flavors, this blend features a savory, sweet and smooth character with rustic notes of smoke and molasses. Our special edition whisky pairs nicely with your favorite BBQ and is best enjoyed neat for full palette effect. 

First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
505,1522,Crown Royal Blender’s Mash,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,1,$29.99,,"Lounge in luxury with an incredibly smooth glass of Crown Royal Blenders' Mash Blended Canadian Whisky. This special blend showcases warm vanilla flavor and subtle oaky notes, ending with a sweet caramel finish. This 80 proof spirit is one of the most flavorful and complex of the five unique whiskies that comprise Crown Royal’s extraordinary signature blend. Aged in a combination of new charred American oak and ex-American Whiskey barrels, the result is a richly-layered, perfectly balanced whisky that has the signature smoothness of Crown Royal. Enjoy on the rocks or mixed into an Old Fashioned for a distinct tasting experience. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
506,1523,Crown Royal Noble Collection Wine Barrel Finished Blended Canadian Whisky,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40.5%,,,5.0,1,$64.99,,"Discover a delicate twist on a renowned Canadian whisky with Crown Royal Noble Collection Wine Barrel Finished Blended Canadian Whisky. This limited release, second expression of our Noble Collection showcases Crown Royal Fine De Luxe whisky finished in medium toast American oak Cabernet Sauvignon wine barrels from Paso Robles, California. The result is a uniquely rich, full-bodied and smooth whisky with an intriguing new character that is still unmistakably Crown Royal. The wine barrels impart notes of red grapes, dried blueberry and butterscotch that lead to a spicy finish of oak, anise and clove. Simply pour neat in a whisky tumbler with iced water on the side for a perfect serve. Includes one 81 proof 750 mL bottle of Noble Collection Wine Barrel Finished Blended Canadian Whisky. The Crown Royal Noble Collection is a series of limited annual releases that celebrate the skilled craftsmanship of our master blender and his dedication to the art of creating extraordinary whiskies. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Please drink responsibly."
507,1524,Crown Royal Cornerstone Blend,Canada,Crown Royal,"Canadian Whisky, Whiskey",,40.3%,,,5.0,1,$64.99,,"Experience the core of a celebrated Canadian whisky with Crown Royal Noble Collection Cornerstone Blend Blended Canadian Whisky. This original expression of our Noble Collection showcases three unique whiskies that form the heart of Crown Royal Fine De Luxe: a spicy Canadian Rye, a creamy whisky from our unique Coffey Still and a soft, sweet Canadian whisky matured in charred American white oak. These cornerstone whiskies are so essential to Crown Royal, we kept this whisky in a special railcar which was moved throughout Canada to ensure the whisky's safekeeping in the event that anything happened to our distillery. With an aroma of ripe fallen apples and vanilla, this special limited release blend features notes of sweet caramel and rich roasted grains. Simply pour neat in a whisky tumbler with iced water on the side for a perfect serve. The Crown Royal Noble Collection is a series of limited annual releases that celebrate the skilled craftsmanship of our master blender and his dedication to the art of creating extraordinary whiskies. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Please drink responsibly."
508,1525,"Crown Royal Fine De Luxe Blended Canadian Whisky, Coming 2 America Collector’s Edition",Canada,Crown Royal,"Canadian Whisky, Whiskey",,40%,,,5.0,1,$27.79,,"Celebrate the release of the the new film Coming 2 America with a glass of Crown Royal Fine De Luxe Blended Canadian Whisky Coming 2 America Collector's Edition. This commemorative design developed by award-winning costume designer Ruth E Carter is perfect as a special gift or addition to a collection. With a silky texture and hints of oak and sweet vanilla, our 80 proof whisky provides a refined flavor that enhances any cocktail party or celebration. Matured to perfection, our Fine De Luxe whisky is the standard of excellence for Canadian whisky. Simply mix with cola and pour over ice for a classic, refreshing tasting cocktail. First created in 1939 as a gift for the king and queen of England, a Canadian entrepreneur created a blend of 50 whiskies and wrapped a bottle in a regal purple bag with gold stitching. Affectionately named ""Crown Royal"", our whisky maintains the integrity and quality of our process today as it was first presented to English royalty. Blended with 50 distinct whiskies, Crown Royal assures decadence in every bottle of our signature whiskies. Please drink responsibly."
509,1526,Compass Box Great King Street Glasgow Blend,United Kingdom,Compass Box,"Scotch Whisky, Whiskey",,43%,,,5.0,2,$39.99,,"Full, rich and smoky on the palate, with notes of baking spices and sherry wine notes."
510,1527,Compass Box Myths & Legends III,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,Barley,,5.0,1,$169.99,,"For Myths & Legends III we have taken some of the same parcels of malt whisky used in Myths & Legends II and added peated malt whiskies from a pair of celebrated island distilleries. 

Bottling: Natural Colour, Light 5 Micron Filtration, Non Chill-Filtered

Tasting Profile: Papaya, mango and butterscotch meld with aromatic and assertive peatiness."
511,1528,Compass Box Myths & Legends II,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,Barley,,5.0,1,$169.99,,"Myths & Legends II blends together malt whiskies of different ages from a single Speyside distillery. We wish to show how process matters more than provenance when it comes to the flavours of single malts. In addition to the aromas of tropical fruits and butterscotch you will also discover subtle savoury notes and spiciness.

Bottling Notes: Natural Colour, Light 5 Micron Filtration, Non Chill-Filtered

Tasting Notes: Expressive tropical fruitiness combines with notes of silky butterscotch and sweet spices."
512,1529,Compass Box Myths & Legends I,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,Barley,,5.0,1,$169.99,,"It may surprise some, but blending is as crucial to the creation of single malts as it is to blended whisky. Myths & Legends I highlights the extent to which individual casks are often unreliable authorities for the style of whisky made at a distillery; it is by blending casks together that a fuller picture of distillery character can emerge.

Bottling Notes: Natural Colour, Light 5 Micron Filtration, Not Chill-Filtered.

Tasting Notes: A malty and creamy character develops into notes of ripe orchard fruits and delicate oak."
513,1530,Compass Box Affinity,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,"Barley, Fruit",,5.0,1,$144.99,,"Blend of Scotch Whisky and Calvados. 

Orchard fruit notes are common to both Calvados and Scotch malt whisky. Many Calvados producers double-distil in pot stills, just like their Scottish cousins. Maturation in French oak is another aspect of their shared DNA.

These two spirits share richness, sweetness and complexity; the Calvados lends an intensity and length to the finish which enhances the character of the Scotch whiskies.

Serve over ice, mix with amari and vermouth into a unique twist on a boulevardier, or pair with a deliciously sweet tarte tatin. We think you’ll agree that these two spirits really do have an affinity for one another."
514,1531,Compass Box The Circle,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,,,5.0,1,$158.99,,The Circle is based around a parcel of fruity and creamy single malt from the Tamdhu Distillery in Speyside. This is supported by malt whisky from the Clynelish Distillery. A touch of peated malt whisky from an Orkney distillery and a small proportion of a French oak-finished blended malt whisky complete the recipe.
515,1532,Compass Box Tobias & The Angel,United Kingdom,Compass Box,"Blended Whiskey, Whiskey",,46%,Barley,,5.0,1,$599.99,,"We’ve chosen Tobias & the Angel, produced at the studio of Andrea del Verrocchio in the 15th century. One of the young apprentices, and the painter of the small tousle-haired dog and the gleaming fish Tobias carries, was Leonardo da Vinci.

We love the beauty in the work, and the symbolism of the naïve boy and the divine angel. It speaks to how we see the relationship between the ethereal character of the 24-year-old whisky, sourced from the Clynelish Distillery, and the aromatic smokiness exhibited by the considerably older spirit from Caol Ila Distillery.

Like the painting, this whisky charms and dazzles. It is a singular work, a testament to all we have learned in nearly 20 years of whisky blending."
516,1533,Compass Box The Story Of The Spaniard,Scotland,Compass Box,"Bourbon, Whiskey",,43%,,,5.0,1,$72.99,,"Introducing the new addition to the Compass Box Malt Whisky Collection, showcasing whiskies aged in Spanish wine casks. In this, the first release, 48% of the whiskies have been aged in ex-Sherry casks and 25% in ex-Spanish red wine casks.

You will find a whisky that is full, soft and sumptuous on the palate with flavours of citrus peel and pears poached in red wine and spices. It’s a whisky ideal for late evening sipping or stirring into a cocktail."
517,1534,Compass Box Peat Monster,Scotland,Compass Box,"Scotch Whisky, Whiskey",,46%,,,5.0,1,$64.99,,"For those who love big, rich, peaty and smoky malt whiskies, this is your whisky. Bottled at 46%, ""The Peat Monster"" combines extremely smoky malt whisky from Islay with medium-peated Highland whiskies to create a balanced and approachable monster, but a monster nonetheless. For more details go to https://www.compassboxwhisky.com/whiskies/the-peat-monster"
518,1535,Great King Street Artist’s Blend,Scotland,Compass Box,"Scotch Whisky, Whiskey",,43%,,,5.0,1,$39.99,,"Named for the address of Compass Box’s Edinburgh offices, Great King Street is a new range of highly approachable whiskies which are aimed at not just whisky connoisseurs, but also non-whisky and cocktail drinkers as well. This is the first edition, named Artist’s Blend. It’s a rich, full-bodied whisky with lots of orchard fruit and spice. Go to www.compassboxwhisky.com/whiskies/artists-blend for more details"
519,1536,Compass Box Spice Tree,Scotland,Compass Box,"Scotch Whisky, Whiskey",,46%,,,5.0,1,$69.99,,"Our storied malt whisky, The Spice Tree, is made from Highland malt whiskies which we age in custom-made casks fitted with new French oak heads. We source this oak from a mill in the Vosges which produces some of the highest quality cooperage oak for winemakers. The result is a big malt whisky of richness and spice-like complexity. To discover the full story behind The Spice Tree go to www.compassboxwhisky.com/whiskies/the-spice-tree"
520,1537,Compass Box Hedonism Felicitas Scotch Whisky,Scotland,Compass Box,"Scotch Whisky, Whiskey","Coconut, Vanilla",53%,,,5.0,1,$189.99,,"Hedonism Felicitas pays tribute to the whisky that launched our business 20 years ago and draws together whiskies distilled in three different decades. Vibrant and stately, its higher bottling strength delivers a wonderful concentration of flavour.

Creamy coconut intertwines with notes of caramel, vanilla and almond. Apple and greengage add a delicious weight with a soft finish packed with creamy toffee."
521,1538,Compass Box Hedonism,Scotland,Compass Box,"Scotch Whisky, Whiskey",,43%,,,5.0,1,$115.25,,"Our bottlings of Hedonism are made from a combination of eight to 15 casks of grain whisky from distilleries such as Cameron Bridge, one of the oldest continuously operating distilleries in Scotland, and Cambus. Most whisky in Hedonism has been aged in first-fill American oak casks. This ageing yields a very special whisky that is full and round with richly textured flavours of vanilla and toffee."
522,1539,Compass Box Oak Cross,Scotland,Compass Box,"Scotch Whisky, Whiskey",,43%,,,5.0,1,$60.99,,"We call this whisky Oak Cross because it offers the best characteristics of both American and French oak aging. A rich, medium-bodied blended malt Scotch whisky, Oak Cross combines vanilla characters from American oak and spicy, clove-like characters from French oak. www.compassboxwhisky.com/whiskies/oakcross"
523,1540,Compass Box Malt Collection Gift Set 3 x 50ml,Scotland,Compass Box,"Scotch Whisky, Whiskey",,46%,Barley,,5.0,1,$19.99,,"For the launch of THE STORY OF THE SPANIARD, the latest
addition to our range, we have created a new gift box featuring
this and two of our signature malt whisky expressions – THE
SPICE TREE and THE PEAT MONSTER.

As either an introduction to COMPASS BOX or a chance to try
our new release, it’s perfect for those who share our interest
in exploring possibilities – the flavors, the styles and the many
ways to experience the pleasures of Scotch whisky."
524,1541,Compass No Name 2,United Kingdom,Compass Box,"Scotch Whisky, Whiskey",,48.9%,,,5.0,1,$159.98,,"For this, the second Limited Edition of the No Name series, we’re again allowing the whisky to speak for itself. Still very smoky indeed, there is a new depth and delicacy. To borrow a musical analogy, No Name was peat as power chord; No Name, No. 2 has brought some harmonics to the party.

Built around an elegantly smoky Islay malt matured in refill Sherry butts, the second peated whisky we have used comes from the Isle of Skye. To these we added some old and ethereal single malt whisky from the Northern Highland village of Brora and just a dash of malt whisky finished in new French oak to add an underlying richness."
525,1542,Compass Box No Name,Scotland,Compass Box,"Scotch Whisky, Whiskey",,48.9%,,,5.0,1,$159.99,,"We came across a parcel of American oak barrels filled with mature, massively peaty single malt whisky - tarry and full of bonfire-like smokiness. To us, this was a whisky crying out to be tamed and shaped into a very special Compass Box limited edition.   Even peatier than our whisky called ‘The Peat Monster’ - the staple peated Blended Malt Scotch Whisky in the Compass Box range - the resulting blend is massive in terms of the intensity and complexity of flavour; a whisky brimming with complex peatiness, but tempered with hints of fruit character and an underlying sweetness."
526,1543,Compass Box Phenomenology,Scotland,Compass Box,"Scotch Whisky, Whiskey",,46%,,,5.0,1,$197.99,,"‘Phenomenology’ – Noun: An approach that concentrates on the study of consciousness and the objects of direct experience Phenomenology and whisky. What, you may wonder, is the connection? We’d long been working on a blend of single malts that combines seemingly dissonant flavour profiles, but together creates something compelling. We landed on a recipe that elicited a surprising range of reactions and descriptions, each person taking away something different from the whisky."
527,1544,Compass Box Asyla,Scotland,Compass Box,"Scotch Whisky, Whiskey",,40%,,,5.0,1,$54.00,,"A blended Scotch whisky. Asyla was named for the plural of asylum, this is a thick, fruity offering from Compass Box."
528,1545,Compass Box Great King Artist’s Blend Pj Barrel,Scotland,Compass Box,"Scotch Whisky, Whiskey",,,,,5.0,1,$50.46,,
